restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,listing_date,days_listed,distance_from_city_center_km,opening_time,closing_time,days_operational,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified
REST001414,Restaurant_1414,Pune,Pune_Locality_7,Cafe,Cafe; North Indian,29-07-2020,2116,3.2,12:00,22:00,1006,Swiggy Better,Dessert Bar; Outdoor Seating; Rooftop; Dine-in; Takeaway; Smoking Area; Bar; WiFi,8,TRUE,TRUE,FALSE
REST001415,Restaurant_1415,Pune,Pune_Locality_13,Casual Dining,Street Food; Fast Food,27-08-2017,3183,0.8,12:00,23:00,377,Zomato Better,WiFi; Outdoor Seating; Parking; Family Friendly,4,FALSE,FALSE,TRUE
REST001416,Restaurant_1416,Pune,Pune_Locality_15,Cloud Kitchen,Street Food,10-03-2017,3353,10.3,08:00,22:00,226,Zomato Better,Live Music; Vegan Options; AC; Bar; Alcohol; Family Friendly; Dessert Bar,7,FALSE,TRUE,TRUE
REST001417,Restaurant_1417,Pune,Pune_Locality_11,Cafe,Biryani,20-09-2021,1698,13.6,12:00,22:00,2593,Zomato Better,Parking; Live Music; Outdoor Seating; Dessert Bar; Bar; Dine-in; Rooftop,7,FALSE,FALSE,TRUE
REST001418,Restaurant_1418,Pune,Pune_Locality_19,Cloud Kitchen,Biryani; Multi-Cuisine,31-12-2024,500,14.3,12:00,23:00,1715,Zomato Better,Vegan Options; Bar; WiFi; Dessert Bar; Parking,5,TRUE,TRUE,FALSE
REST001419,Restaurant_1419,Pune,Pune_Locality_11,Cafe,Street Food,22-01-2026,113,14.4,07:00,23:00,241,Zomato Better,Vegan Options; Family Friendly; Dessert Bar; Private Room; Smoking Area; Takeaway; Bar,7,TRUE,TRUE,TRUE
REST001420,Restaurant_1420,Pune,Pune_Locality_1,Food Truck,Lebanese,18-03-2019,2615,1.9,08:00,23:00,1076,Swiggy Better,AC; Family Friendly; Takeaway; Dessert Bar; Bar; Dine-in; Alcohol; Vegan Options,8,TRUE,FALSE,FALSE
REST001421,Restaurant_1421,Pune,Pune_Locality_6,Food Truck,Multi-Cuisine; Desserts,15-12-2017,3073,10.1,12:00,23:00,2011,Swiggy Better,Family Friendly; Takeaway; Vegan Options,3,FALSE,TRUE,FALSE
REST001422,Restaurant_1422,Pune,Pune_Locality_7,Fine Dine,Fast Food; Desserts,27-07-2019,2484,11.5,09:00,22:00,992,Swiggy Better,Parking; Dine-in; Live Music; Dessert Bar; Takeaway; Private Room,6,FALSE,FALSE,TRUE
REST001423,Restaurant_1423,Pune,Pune_Locality_16,QSR (Quick Service),North Indian,14-11-2017,3104,1.6,12:00,22:00,2838,Swiggy Better,Private Room; Dessert Bar; WiFi; Family Friendly; Outdoor Seating; Takeaway,6,FALSE,TRUE,TRUE
REST001424,Restaurant_1424,Pune,Pune_Locality_14,QSR (Quick Service),Cafe,15-11-2018,2738,7.8,08:00,22:00,3346,Zomato Better,Parking; Bar; Dine-in; Family Friendly,4,TRUE,TRUE,FALSE
REST001425,Restaurant_1425,Pune,Pune_Locality_20,Casual Dining,Thai; Lebanese,01-10-2019,2418,4.8,10:00,23:00,1919,Swiggy Better,AC; Outdoor Seating; Family Friendly; Parking; Smoking Area; WiFi; Vegan Options,7,TRUE,TRUE,FALSE
REST001426,Restaurant_1426,Pune,Pune_Locality_13,Fine Dine,Lebanese; Mughlai,28-06-2016,3608,13.4,08:00,22:00,1672,Swiggy Better,Private Room; Alcohol; Takeaway; Rooftop; Live Music,5,FALSE,TRUE,FALSE
REST001427,Restaurant_1427,Pune,Pune_Locality_8,Cafe,Lebanese; Lebanese,21-08-2022,1363,9.3,08:00,23:00,1524,Swiggy Better,Vegan Options; Bar; Rooftop; Dine-in; Family Friendly; Takeaway; Outdoor Seating,7,FALSE,TRUE,FALSE
REST001428,Restaurant_1428,Pune,Pune_Locality_16,Cafe,Japanese,08-05-2025,372,0.6,08:00,22:00,2720,Zomato Better,Rooftop; Alcohol; Private Room; WiFi; Takeaway; Parking,6,FALSE,FALSE,TRUE
REST001429,Restaurant_1429,Pune,Pune_Locality_9,Cafe,Vietnamese; Thai,15-07-2016,3591,3,12:00,23:00,2591,Swiggy Better,Smoking Area; Outdoor Seating; Bar; Alcohol; Parking,5,FALSE,TRUE,FALSE
REST001430,Restaurant_1430,Pune,Pune_Locality_5,Casual Dining,North Indian; Continental,22-04-2023,1119,8.4,12:00,22:00,3592,Swiggy Better,Dessert Bar; AC; WiFi; Family Friendly; Outdoor Seating; Private Room; Alcohol,7,FALSE,FALSE,FALSE
REST001431,Restaurant_1431,Pune,Pune_Locality_2,QSR (Quick Service),Biryani,13-09-2022,1340,7.1,11:00,22:00,648,Zomato Better,Rooftop; Dine-in; Bar; Dessert Bar; Parking,5,TRUE,TRUE,TRUE
REST001432,Restaurant_1432,Pune,Pune_Locality_18,Fine Dine,North Indian,25-09-2017,3154,13.4,10:00,23:00,3403,Zomato Better,Private Room; AC; Rooftop; Dessert Bar,4,FALSE,FALSE,FALSE
REST001433,Restaurant_1433,Pune,Pune_Locality_15,Casual Dining,Cafe,17-07-2023,1033,6.9,11:00,23:00,3076,Swiggy Better,Dine-in; Outdoor Seating; Live Music; Family Friendly; WiFi,5,TRUE,FALSE,FALSE
REST001434,Restaurant_1434,Pune,Pune_Locality_6,QSR (Quick Service),South Indian,15-11-2019,2373,2.2,07:00,23:00,1216,Zomato Better,Vegan Options; Family Friendly; Private Room; Live Music; AC,5,FALSE,TRUE,FALSE
REST001435,Restaurant_1435,Pune,Pune_Locality_15,Food Truck,Italian; Chinese,30-04-2023,1111,11.4,12:00,22:00,2015,Zomato Better,Takeaway; Live Music; Smoking Area; Dessert Bar; Vegan Options; Alcohol,6,FALSE,FALSE,FALSE
REST001436,Restaurant_1436,Pune,Pune_Locality_19,Fine Dine,Mexican,23-08-2019,2457,5.1,10:00,23:00,1418,Zomato Better,Takeaway; Alcohol; Rooftop; Vegan Options; Private Room; Family Friendly; Parking,7,FALSE,FALSE,TRUE
REST001437,Restaurant_1437,Pune,Pune_Locality_1,Casual Dining,Fast Food; South Indian,11-10-2024,581,13.8,11:00,22:00,1355,Zomato Better,WiFi; Outdoor Seating; Smoking Area; AC; Private Room,5,FALSE,TRUE,TRUE
REST001438,Restaurant_1438,Pune,Pune_Locality_2,Food Truck,Cafe,21-09-2017,3158,11.7,10:00,23:00,3155,Zomato Better,Outdoor Seating; Bar; Private Room; Takeaway; Vegan Options; AC; Dine-in,7,FALSE,FALSE,FALSE
REST001439,Restaurant_1439,Pune,Pune_Locality_18,Cafe,Multi-Cuisine,01-03-2026,75,2.6,10:00,22:00,2903,Zomato Better,Dine-in; Vegan Options; Family Friendly; Dessert Bar; Private Room; Rooftop,6,FALSE,FALSE,TRUE
REST001440,Restaurant_1440,Pune,Pune_Locality_12,Cafe,Lebanese,28-04-2019,2574,10.1,12:00,22:00,1847,Zomato Better,Alcohol; Outdoor Seating; Parking; WiFi; AC; Live Music,6,TRUE,FALSE,FALSE
REST001441,Restaurant_1441,Pune,Pune_Locality_16,Cafe,Chinese; Mexican,14-03-2022,1523,2.3,10:00,23:00,1909,Zomato Better,Dessert Bar; Alcohol; WiFi; Dine-in; Family Friendly; Parking; Vegan Options,7,TRUE,TRUE,TRUE
REST001442,Restaurant_1442,Pune,Pune_Locality_16,Cafe,Mediterranean,12-11-2020,2010,2.6,08:00,23:00,2166,Swiggy Better,AC; Alcohol; Live Music; Private Room; Family Friendly,5,TRUE,TRUE,FALSE
REST001443,Restaurant_1443,Pune,Pune_Locality_18,Casual Dining,Street Food,16-07-2021,1764,11.7,09:00,22:00,487,Zomato Better,Live Music; Dine-in; AC; Alcohol; WiFi; Bar; Smoking Area,7,FALSE,TRUE,FALSE
REST001444,Restaurant_1444,Pune,Pune_Locality_14,Casual Dining,Bakery,13-04-2024,762,5.4,07:00,23:00,1724,Zomato Better,Rooftop; Dessert Bar; Private Room; Family Friendly; Bar; Outdoor Seating; Parking; Dine-in,8,FALSE,TRUE,FALSE
REST001445,Restaurant_1445,Pune,Pune_Locality_18,Cafe,Japanese; Thai,09-06-2017,3262,1.4,11:00,23:00,2603,Swiggy Better,Takeaway; Dine-in; Rooftop; WiFi; Smoking Area,5,FALSE,TRUE,FALSE
REST001446,Restaurant_1446,Pune,Pune_Locality_4,Cafe,Seafood,06-02-2020,2290,6.4,11:00,22:00,86,Zomato Better,Dessert Bar; Smoking Area; Parking; Dine-in; Bar; Private Room,6,FALSE,FALSE,FALSE
REST001447,Restaurant_1447,Pune,Pune_Locality_5,Fine Dine,Lebanese,02-01-2023,1229,2.4,07:00,23:00,1986,Swiggy Better,Rooftop; Dessert Bar; AC; Live Music,4,TRUE,FALSE,FALSE
REST001448,Restaurant_1448,Pune,Pune_Locality_11,Casual Dining,Fast Food,14-04-2022,1492,11.7,07:00,23:00,3076,Swiggy Better,Bar; Live Music; Dessert Bar; Vegan Options; Dine-in; Rooftop,6,TRUE,FALSE,TRUE
REST001449,Restaurant_1449,Pune,Pune_Locality_18,Food Truck,Japanese,24-09-2021,1694,13.1,12:00,23:00,2257,Zomato Better,Takeaway; Family Friendly; Dine-in; Vegan Options,4,TRUE,FALSE,TRUE
REST001450,Restaurant_1450,Pune,Pune_Locality_18,Casual Dining,North Indian,11-11-2021,1646,4.8,07:00,22:00,2498,Zomato Better,Live Music; AC; Takeaway; Outdoor Seating; Family Friendly,5,FALSE,FALSE,TRUE
REST001451,Restaurant_1451,Pune,Pune_Locality_16,Casual Dining,Korean,13-07-2021,1767,12,11:00,23:00,2646,Zomato Better,Rooftop; Parking; Smoking Area,3,FALSE,TRUE,TRUE
REST001452,Restaurant_1452,Pune,Pune_Locality_3,QSR (Quick Service),Fast Food,09-06-2023,1071,4.3,09:00,23:00,3183,Swiggy Better,Vegan Options; WiFi; Bar; Parking; Private Room; Takeaway; Smoking Area; Live Music,8,FALSE,TRUE,FALSE
REST001453,Restaurant_1453,Pune,Pune_Locality_7,Cloud Kitchen,Continental,05-07-2018,2871,12.3,08:00,23:00,3339,Zomato Better,AC; WiFi; Rooftop; Private Room; Dine-in,5,TRUE,FALSE,TRUE
REST001454,Restaurant_1454,Pune,Pune_Locality_5,Casual Dining,Pan-Asian,12-10-2021,1676,5.2,10:00,22:00,1428,Zomato Better,Parking; WiFi; Outdoor Seating; Dessert Bar; Smoking Area; Rooftop; Family Friendly; Bar,8,TRUE,FALSE,TRUE
REST001455,Restaurant_1455,Pune,Pune_Locality_6,Food Truck,Desserts; Thai,03-04-2021,1868,10.6,08:00,23:00,1826,Swiggy Better,Family Friendly; Outdoor Seating; Smoking Area; Live Music; Bar; Private Room,6,FALSE,TRUE,FALSE
REST001456,Restaurant_1456,Pune,Pune_Locality_14,Cafe,Mexican,11-07-2024,673,13.3,11:00,22:00,1405,Zomato Better,Vegan Options; Live Music; Rooftop; Takeaway; Private Room; AC; Family Friendly,7,FALSE,FALSE,FALSE
REST001457,Restaurant_1457,Pune,Pune_Locality_20,Cloud Kitchen,Thai,26-01-2020,2301,14.5,12:00,23:00,48,Zomato Better,Family Friendly; Vegan Options; Dine-in; Parking; Live Music; WiFi,6,TRUE,TRUE,TRUE
REST001458,Restaurant_1458,Pune,Pune_Locality_11,Casual Dining,Bakery,28-04-2022,1478,12,12:00,22:00,2752,Zomato Better,Alcohol; Private Room; Bar; Rooftop; Vegan Options; Parking; Live Music,7,TRUE,TRUE,FALSE
REST001459,Restaurant_1459,Pune,Pune_Locality_18,Cafe,Cafe,17-03-2017,3346,13.7,10:00,22:00,1502,Zomato Better,Dine-in; WiFi; AC; Smoking Area; Outdoor Seating,5,FALSE,TRUE,TRUE
REST001460,Restaurant_1460,Pune,Pune_Locality_20,QSR (Quick Service),Multi-Cuisine,17-12-2019,2341,2.4,07:00,22:00,1409,Swiggy Better,Smoking Area; Vegan Options; Family Friendly; Dessert Bar; Dine-in; AC; Outdoor Seating,7,TRUE,TRUE,FALSE
REST001461,Restaurant_1461,Pune,Pune_Locality_14,Cafe,Pan-Asian,29-10-2017,3120,8.2,09:00,22:00,1743,Swiggy Better,Dine-in; Alcohol; Dessert Bar; Family Friendly,4,TRUE,FALSE,TRUE
REST001462,Restaurant_1462,Pune,Pune_Locality_1,Food Truck,North Indian,12-09-2023,976,9.2,07:00,22:00,665,Zomato Better,Private Room; Parking; Dessert Bar; Family Friendly; Vegan Options; Alcohol; Rooftop,7,TRUE,TRUE,TRUE
REST001463,Restaurant_1463,Pune,Pune_Locality_11,Cloud Kitchen,Cafe,29-03-2022,1508,14.1,11:00,22:00,655,Zomato Better,WiFi; Live Music; Dessert Bar; Takeaway; Alcohol,5,FALSE,FALSE,FALSE
REST001464,Restaurant_1464,Pune,Pune_Locality_16,Cloud Kitchen,Japanese,29-03-2022,1508,12.3,11:00,22:00,3434,Swiggy Better,WiFi; Private Room; Parking,3,TRUE,FALSE,TRUE
REST001465,Restaurant_1465,Pune,Pune_Locality_20,Fine Dine,Multi-Cuisine; South Indian,09-04-2025,401,8.9,08:00,22:00,3027,Zomato Better,AC; WiFi; Dine-in; Takeaway; Rooftop; Bar; Private Room,7,FALSE,TRUE,TRUE
REST001466,Restaurant_1466,Pune,Pune_Locality_14,Casual Dining,Mughlai,15-07-2019,2496,2.9,10:00,22:00,743,Swiggy Better,Outdoor Seating; Live Music; Takeaway; Dine-in; Rooftop; Family Friendly; Dessert Bar,7,FALSE,TRUE,FALSE
REST001467,Restaurant_1467,Pune,Pune_Locality_2,QSR (Quick Service),Street Food; Desserts,31-03-2024,775,5.3,11:00,23:00,481,Swiggy Better,Vegan Options; Parking; Takeaway; Family Friendly; AC,5,TRUE,FALSE,FALSE
REST001468,Restaurant_1468,Pune,Pune_Locality_5,Fine Dine,Cafe; North Indian,30-04-2025,380,10.7,11:00,23:00,3332,Zomato Better,WiFi; Takeaway; Dessert Bar; Smoking Area; Vegan Options; Dine-in,6,FALSE,FALSE,FALSE
REST001469,Restaurant_1469,Pune,Pune_Locality_16,QSR (Quick Service),Bakery,28-03-2025,413,13,11:00,23:00,2586,Swiggy Better,Takeaway; AC; Bar; Alcohol; Live Music; Smoking Area; Family Friendly; Vegan Options,8,FALSE,TRUE,TRUE
REST001470,Restaurant_1470,Pune,Pune_Locality_6,QSR (Quick Service),Fast Food; Italian,12-12-2018,2711,4.7,11:00,23:00,3331,Swiggy Better,Smoking Area; Dine-in; Dessert Bar; AC; Bar; Vegan Options; Parking,7,FALSE,FALSE,TRUE
REST001471,Restaurant_1471,Pune,Pune_Locality_1,Food Truck,Pan-Asian,19-07-2023,1031,3.3,07:00,22:00,60,Swiggy Better,Live Music; Private Room; Takeaway; Dessert Bar; Alcohol; Rooftop; Family Friendly,7,TRUE,TRUE,FALSE
REST001472,Restaurant_1472,Pune,Pune_Locality_14,Cloud Kitchen,Korean,27-09-2017,3152,4.3,07:00,22:00,155,Swiggy Better,Takeaway; AC; WiFi,3,TRUE,FALSE,TRUE
REST001473,Restaurant_1473,Pune,Pune_Locality_4,QSR (Quick Service),Biryani; Chinese,11-03-2025,430,4.2,09:00,23:00,1967,Swiggy Better,Takeaway; Rooftop; Smoking Area; AC; Alcohol; WiFi; Bar; Dine-in,8,TRUE,FALSE,FALSE
REST001474,Restaurant_1474,Pune,Pune_Locality_14,Food Truck,Continental,16-12-2017,3072,6.2,07:00,23:00,631,Zomato Better,Private Room; WiFi; Takeaway; Rooftop; Live Music; Family Friendly; Bar; Dessert Bar,8,FALSE,FALSE,TRUE
REST001475,Restaurant_1475,Pune,Pune_Locality_16,Cafe,Italian; North Indian,23-10-2020,2030,8.4,12:00,22:00,3502,Zomato Better,Bar; Dessert Bar; Parking,3,FALSE,FALSE,FALSE
REST001476,Restaurant_1476,Pune,Pune_Locality_8,Cloud Kitchen,Cafe,30-01-2026,105,5.9,12:00,23:00,2710,Zomato Better,Rooftop; Private Room; Bar; Family Friendly; Parking; Dine-in; WiFi; Vegan Options,8,TRUE,FALSE,TRUE
REST001477,Restaurant_1477,Pune,Pune_Locality_20,Cafe,Italian,26-12-2023,871,6.3,12:00,23:00,2374,Zomato Better,Takeaway; Alcohol; WiFi; Family Friendly; Outdoor Seating; AC; Vegan Options,7,TRUE,FALSE,TRUE
REST001478,Restaurant_1478,Pune,Pune_Locality_4,QSR (Quick Service),Chinese,09-06-2016,3627,1.8,09:00,22:00,1448,Swiggy Better,Rooftop; Live Music; Takeaway; Smoking Area; Outdoor Seating; Bar; Family Friendly,7,FALSE,TRUE,TRUE
REST001479,Restaurant_1479,Pune,Pune_Locality_3,Casual Dining,Bakery,20-12-2018,2703,3.2,10:00,23:00,1628,Swiggy Better,Live Music; WiFi; Rooftop,3,TRUE,FALSE,FALSE
REST001480,Restaurant_1480,Pune,Pune_Locality_16,Casual Dining,Continental,08-12-2019,2350,3.9,09:00,22:00,2037,Swiggy Better,Alcohol; Family Friendly; Takeaway; Vegan Options; Bar; WiFi; Outdoor Seating; Parking,8,TRUE,FALSE,TRUE
REST001481,Restaurant_1481,Pune,Pune_Locality_1,Cafe,Mughlai,13-06-2020,2162,13,09:00,23:00,2383,Swiggy Better,Family Friendly; Vegan Options; Parking; Smoking Area,4,TRUE,TRUE,TRUE
REST001482,Restaurant_1482,Pune,Pune_Locality_5,Cloud Kitchen,Biryani; Chinese,03-12-2023,894,9,08:00,23:00,378,Swiggy Better,AC; Vegan Options; WiFi; Alcohol; Rooftop,5,TRUE,TRUE,TRUE
REST001483,Restaurant_1483,Pune,Pune_Locality_6,Cafe,Continental,13-01-2025,487,13.6,10:00,22:00,2314,Zomato Better,Smoking Area; Family Friendly; Alcohol; Live Music; Private Room; Vegan Options; Outdoor Seating,7,TRUE,TRUE,FALSE
REST001484,Restaurant_1484,Pune,Pune_Locality_13,Cafe,Japanese,10-03-2020,2257,9.9,07:00,22:00,2142,Zomato Better,Family Friendly; Dessert Bar; WiFi; Private Room,4,FALSE,TRUE,TRUE
REST001485,Restaurant_1485,Pune,Pune_Locality_2,Fine Dine,Cafe; Street Food,16-12-2019,2342,10.2,09:00,23:00,2384,Swiggy Better,Alcohol; Smoking Area; Outdoor Seating; Live Music; WiFi; Private Room; Takeaway; Vegan Options,8,TRUE,TRUE,TRUE
REST001486,Restaurant_1486,Pune,Pune_Locality_5,Food Truck,Mughlai,19-08-2017,3191,11.1,09:00,23:00,2221,Zomato Better,Smoking Area; Private Room; Rooftop; Live Music; Bar,5,TRUE,FALSE,TRUE
REST001487,Restaurant_1487,Pune,Pune_Locality_16,Cloud Kitchen,Mexican,15-09-2023,973,1.4,12:00,23:00,2743,Zomato Better,Live Music; Dine-in; Vegan Options; Smoking Area; Family Friendly; Bar; Takeaway; Rooftop,8,FALSE,TRUE,FALSE
REST001488,Restaurant_1488,Pune,Pune_Locality_15,Cloud Kitchen,Vietnamese,09-07-2018,2867,0.6,10:00,22:00,910,Swiggy Better,Rooftop; Takeaway; AC; Outdoor Seating,4,FALSE,FALSE,FALSE
REST001489,Restaurant_1489,Pune,Pune_Locality_9,Casual Dining,Seafood,19-02-2020,2277,14,08:00,23:00,1028,Swiggy Better,Dessert Bar; Takeaway; Outdoor Seating; Dine-in; Family Friendly; Rooftop; Bar,7,FALSE,FALSE,TRUE
REST001490,Restaurant_1490,Pune,Pune_Locality_1,Casual Dining,Mughlai; Mughlai,20-02-2022,1545,13.8,07:00,23:00,2230,Zomato Better,Family Friendly; WiFi; Private Room; Outdoor Seating; Dine-in; Parking; Rooftop; Dessert Bar,8,FALSE,TRUE,FALSE
REST001491,Restaurant_1491,Pune,Pune_Locality_1,Cloud Kitchen,Multi-Cuisine; Desserts,23-03-2019,2610,8.7,07:00,22:00,743,Swiggy Better,Private Room; Dine-in; Parking; Bar; Dessert Bar,5,TRUE,FALSE,FALSE
REST001492,Restaurant_1492,Pune,Pune_Locality_9,Fine Dine,Korean,18-05-2024,727,11.9,10:00,23:00,1143,Zomato Better,AC; Alcohol; Rooftop; Live Music; WiFi; Private Room,6,FALSE,FALSE,FALSE
REST001493,Restaurant_1493,Pune,Pune_Locality_18,Cloud Kitchen,North Indian,25-08-2018,2820,8.9,09:00,23:00,611,Zomato Better,Dessert Bar; Takeaway; Rooftop; AC,4,FALSE,TRUE,FALSE
REST001494,Restaurant_1494,Pune,Pune_Locality_19,Fine Dine,Japanese; Pan-Asian,07-06-2018,2899,5.3,09:00,22:00,122,Swiggy Better,Dessert Bar; Dine-in; Bar,3,TRUE,TRUE,TRUE
REST001495,Restaurant_1495,Pune,Pune_Locality_16,Fine Dine,Korean,07-08-2016,3568,1.3,09:00,23:00,1513,Swiggy Better,WiFi; Takeaway; Dessert Bar; Alcohol; Live Music; Outdoor Seating; Bar; Private Room,8,TRUE,TRUE,FALSE
REST001496,Restaurant_1496,Pune,Pune_Locality_9,Cafe,Continental,30-09-2016,3514,11.6,11:00,22:00,2947,Swiggy Better,Vegan Options; Dessert Bar; WiFi,3,FALSE,FALSE,FALSE
REST001497,Restaurant_1497,Pune,Pune_Locality_5,Cloud Kitchen,Cafe; Korean,06-09-2016,3538,9.8,11:00,23:00,1214,Zomato Better,Family Friendly; Alcohol; Dine-in; Parking,4,TRUE,FALSE,TRUE
REST001498,Restaurant_1498,Pune,Pune_Locality_18,QSR (Quick Service),Italian,05-04-2021,1866,7.1,08:00,23:00,1764,Zomato Better,Outdoor Seating; AC; WiFi; Smoking Area; Parking,5,TRUE,TRUE,FALSE
REST001499,Restaurant_1499,Pune,Pune_Locality_17,Food Truck,Multi-Cuisine; North Indian,21-04-2022,1485,12,10:00,23:00,1752,Zomato Better,Rooftop; Family Friendly; Private Room; Smoking Area; Takeaway,5,FALSE,TRUE,FALSE
REST001500,Restaurant_1500,Pune,Pune_Locality_12,Cloud Kitchen,South Indian,14-04-2022,1492,14.9,07:00,22:00,3101,Zomato Better,AC; Dessert Bar; Live Music; Family Friendly; WiFi,5,FALSE,FALSE,FALSE
REST001501,Restaurant_1501,Hyderabad,Hyderabad_Locality_16,Cafe,Mughlai; Lebanese,16-11-2019,2372,6.2,12:00,23:00,3443,Zomato Better,Family Friendly; Outdoor Seating; Smoking Area; Bar; Rooftop; Private Room; Alcohol; Vegan Options,8,FALSE,FALSE,FALSE
REST001502,Restaurant_1502,Hyderabad,Hyderabad_Locality_2,Cafe,Thai; Multi-Cuisine,12-07-2018,2864,14.2,11:00,23:00,2304,Swiggy Better,Dessert Bar; WiFi; Private Room; Alcohol; Outdoor Seating; Vegan Options,6,FALSE,TRUE,FALSE
REST001503,Restaurant_1503,Hyderabad,Hyderabad_Locality_13,Fine Dine,South Indian; Vietnamese,10-06-2022,1435,12.1,09:00,22:00,1800,Zomato Better,Live Music; Dessert Bar; AC; Vegan Options; Parking; Dine-in,6,FALSE,TRUE,TRUE
REST001504,Restaurant_1504,Hyderabad,Hyderabad_Locality_20,QSR (Quick Service),South Indian,09-09-2023,979,1.6,11:00,23:00,1779,Zomato Better,Outdoor Seating; Live Music; Rooftop,3,FALSE,FALSE,TRUE
REST001505,Restaurant_1505,Hyderabad,Hyderabad_Locality_9,Cloud Kitchen,Korean; Fast Food,04-05-2023,1107,9.5,11:00,22:00,430,Swiggy Better,Takeaway; Smoking Area; Alcohol; Outdoor Seating,4,FALSE,TRUE,FALSE
REST001506,Restaurant_1506,Hyderabad,Hyderabad_Locality_3,QSR (Quick Service),Korean,31-05-2016,3636,10,08:00,22:00,142,Zomato Better,Private Room; Live Music; Alcohol; Dessert Bar; Smoking Area,5,FALSE,FALSE,FALSE
REST001507,Restaurant_1507,Hyderabad,Hyderabad_Locality_13,Casual Dining,Thai,03-05-2022,1473,4,10:00,22:00,2977,Zomato Better,Vegan Options; Live Music; Takeaway; AC; Outdoor Seating; Parking,6,TRUE,FALSE,TRUE
REST001508,Restaurant_1508,Hyderabad,Hyderabad_Locality_20,Casual Dining,Mexican,10-08-2020,2104,2.6,12:00,23:00,3560,Swiggy Better,Alcohol; Vegan Options; WiFi; Private Room; Takeaway; Outdoor Seating; Smoking Area; AC,8,FALSE,TRUE,FALSE
REST001509,Restaurant_1509,Hyderabad,Hyderabad_Locality_18,Cloud Kitchen,Desserts,23-01-2026,112,6.1,07:00,22:00,2555,Zomato Better,Live Music; Takeaway; Dessert Bar; Alcohol; Dine-in; Outdoor Seating,6,TRUE,FALSE,FALSE
REST001510,Restaurant_1510,Hyderabad,Hyderabad_Locality_4,Fine Dine,North Indian,31-07-2025,288,8.7,11:00,23:00,581,Zomato Better,Takeaway; Vegan Options; Live Music,3,FALSE,TRUE,TRUE
REST001511,Restaurant_1511,Hyderabad,Hyderabad_Locality_10,Fine Dine,Italian; Thai,16-03-2021,1886,5.9,08:00,22:00,1844,Swiggy Better,Dine-in; Outdoor Seating; Takeaway; Bar,4,FALSE,TRUE,TRUE
REST001512,Restaurant_1512,Hyderabad,Hyderabad_Locality_2,Casual Dining,Vietnamese,06-04-2023,1135,1.7,07:00,22:00,3612,Swiggy Better,Dine-in; Smoking Area; AC; Takeaway; Live Music,5,FALSE,FALSE,FALSE
REST001513,Restaurant_1513,Hyderabad,Hyderabad_Locality_11,Cloud Kitchen,South Indian,09-05-2018,2928,12.9,08:00,23:00,1139,Zomato Better,Takeaway; Parking; Bar,3,TRUE,TRUE,TRUE
REST001514,Restaurant_1514,Hyderabad,Hyderabad_Locality_14,Food Truck,Mughlai; Lebanese,10-04-2024,765,1.3,10:00,23:00,648,Swiggy Better,Parking; Family Friendly; Smoking Area; Dine-in,4,FALSE,TRUE,FALSE
REST001515,Restaurant_1515,Hyderabad,Hyderabad_Locality_19,Cloud Kitchen,Desserts; Mediterranean,04-12-2019,2354,13.2,12:00,23:00,2745,Swiggy Better,Alcohol; Private Room; Rooftop; Takeaway; AC; Dine-in; Parking,7,TRUE,TRUE,FALSE
REST001516,Restaurant_1516,Hyderabad,Hyderabad_Locality_16,Cafe,Mughlai,09-06-2018,2897,1.1,10:00,23:00,727,Swiggy Better,Rooftop; Outdoor Seating; Bar; AC; Family Friendly,5,TRUE,TRUE,FALSE
REST001517,Restaurant_1517,Hyderabad,Hyderabad_Locality_4,Fine Dine,Chinese,17-10-2025,210,3.8,11:00,23:00,2770,Swiggy Better,Alcohol; Takeaway; WiFi; Outdoor Seating; Dine-in; Family Friendly; AC; Private Room,8,FALSE,TRUE,FALSE
REST001518,Restaurant_1518,Hyderabad,Hyderabad_Locality_14,Food Truck,Chinese; Cafe,21-05-2025,359,5.7,08:00,22:00,1964,Zomato Better,Dine-in; Rooftop; Family Friendly,3,FALSE,TRUE,FALSE
REST001519,Restaurant_1519,Hyderabad,Hyderabad_Locality_1,QSR (Quick Service),Italian; Japanese,18-09-2019,2431,0.6,10:00,23:00,1868,Zomato Better,Outdoor Seating; Bar; Takeaway; Vegan Options; Smoking Area; Dessert Bar,6,TRUE,FALSE,TRUE
REST001520,Restaurant_1520,Hyderabad,Hyderabad_Locality_19,QSR (Quick Service),Bakery,28-07-2018,2848,12,09:00,22:00,483,Zomato Better,Dessert Bar; Rooftop; Dine-in; Parking,4,FALSE,FALSE,FALSE
REST001521,Restaurant_1521,Hyderabad,Hyderabad_Locality_18,Cafe,Mediterranean,29-03-2018,2969,14.8,07:00,22:00,2239,Zomato Better,Family Friendly; Private Room; Dessert Bar; Dine-in; Takeaway,5,FALSE,TRUE,TRUE
REST001522,Restaurant_1522,Hyderabad,Hyderabad_Locality_8,Cafe,Lebanese,19-10-2024,573,7.1,09:00,23:00,957,Zomato Better,Alcohol; Private Room; AC; Bar; Live Music,5,FALSE,TRUE,FALSE
