restaurant_id,zomato_rating,zomato_total_reviews,zomato_delivery_fee_inr,zomato_avg_delivery_time_minutes,zomato_platform_commission_pct,zomato_discount_frequency_pct,zomato_estimated_monthly_orders,zomato_estimated_monthly_revenue_inr,zomato_estimated_net_profit_inr,zomato_market_share_pct
REST000932,4.2,1558,64,36,18,10,153,123578,118682,42
REST000933,4,4063,56,31,23,23,208,54134,48310,49
REST000934,4.6,2202,42,38,23,40,283,258659,252716,49
REST000935,3.6,2006,57,32,18,9,210,81795,75810,48
REST000936,3.9,77,48,37,22,5,197,39029,34301,37
REST000937,3.5,2466,94,55,14,7,111,81427,76210,52
REST000938,4.8,2942,33,24,21,31,296,123467,118583,58
REST000939,3.9,4799,47,37,19,10,98,49612,47309,42
REST000940,3.3,3476,30,24,17,13,219,89249,85964,58
REST000941,4.1,2762,39,35,21,14,132,31388,28814,54
REST000942,4.3,2400,82,52,19,14,251,301102,290811,51
REST000943,4.1,2129,66,39,23,17,262,110351,101705,31
REST000944,3.7,1046,52,30,18,13,184,143034,138250,39
REST000945,3.6,3574,65,43,20,12,185,168868,162855,58
REST000946,3.8,1755,31,21,14,5,155,104507,102104,57
REST000947,3.5,375,61,35,17,6,177,44660,39262,42
REST000948,4.1,639,35,29,17,12,178,139171,136056,50
REST000949,3,3751,31,31,22,13,155,46304,43902,55
REST000950,4.3,3200,48,33,20,23,124,38192,35216,45
REST000951,4,4470,62,42,18,19,146,146537,142011,35
REST000952,4.5,1530,81,49,15,28,167,107172,100408,54
REST000953,4,3299,30,24,26,13,278,126312,122142,38
REST000954,4,4258,30,29,28,11,301,117895,113380,36
REST000955,4.2,2760,90,59,18,23,108,89002,84142,44
REST000956,4.1,856,34,26,15,16,155,132672,130037,57
REST000957,3.4,3196,30,20,17,12,130,65171,63221,54
REST000958,4.4,4906,60,38,23,14,188,195426,189786,52
REST000959,3.3,880,63,37,14,10,148,66567,61905,59
REST000960,3.9,4819,66,39,20,9,177,145423,139582,37
REST000961,4.4,3927,86,56,26,19,297,94065,81294,31
REST000962,3.9,828,75,43,15,7,145,182163,176726,57
REST000963,4,2344,53,42,17,24,149,44644,40696,43
REST000964,3.4,232,88,57,15,5,112,139563,134635,51
REST000965,4,2513,30,35,20,16,99,32392,30907,52
REST000966,4,2369,50,44,28,20,323,118373,110298,41
REST000967,4.3,797,40,34,20,11,128,113971,111411,46
REST000968,3.7,3753,60,42,17,14,166,25213,20233,41
REST000969,4.3,2784,30,27,19,19,236,58494,54954,46
REST000970,3.6,1888,46,36,19,13,87,80476,78475,39
REST000971,4.1,2474,61,41,15,17,183,187126,181545,54
REST000972,4.4,22,62,37,17,12,160,99865,94905,54
REST000973,3.8,4906,41,25,21,8,236,172084,167246,57
REST000974,3.8,1123,42,39,25,12,274,193992,188238,34
REST000975,3.2,1976,48,39,22,12,159,139522,135706,45
REST000976,3.9,284,30,31,14,10,156,132415,130075,52
REST000977,3.9,246,53,36,21,11,179,186378,181634,49
REST000978,4.2,3863,38,33,20,10,126,107654,105260,42
REST000979,3.9,4325,74,43,18,14,170,204081,197791,52
REST000980,4.2,3705,38,38,16,15,132,71850,69342,59
REST000981,3.4,4411,89,58,18,8,173,139306,131608,38
REST000982,3.7,2997,61,43,22,5,174,197608,192301,52
REST000983,3.8,761,35,25,28,9,297,271790,266593,30
REST000984,4.1,1592,83,51,18,21,139,85940,80172,41
REST000985,3.7,2963,60,39,21,8,229,254540,247670,49
REST000986,4.2,3127,72,46,21,14,255,284245,275065,40
REST000987,4.6,3134,68,45,28,20,354,114441,102405,40
REST000988,3.8,4051,33,33,21,9,174,56770,53899,53
REST000989,4.1,3918,30,29,14,10,178,105472,102802,50
REST000990,3.7,4041,46,35,20,6,245,242452,236817,49
REST000991,3.6,4740,50,37,16,13,125,148050,144925,57
REST000992,3.6,3894,39,25,21,12,202,94152,90213,48
REST000993,3.8,4405,49,34,23,13,313,36874,29206,41
REST000994,3.7,2752,38,34,19,15,102,37179,35241,51
REST000995,4.2,4048,50,40,19,23,165,136189,132064,43
REST000996,3.3,2691,82,50,13,13,102,117846,113664,57
REST000997,4.3,599,93,50,25,25,298,186175,172318,40
REST000998,3.7,1138,30,32,21,14,208,191432,188312,40
REST000999,3.7,3729,86,47,18,8,106,73534,68976,53
REST001000,4.1,1264,73,42,27,16,260,250915,241425,43
REST001001,4.3,1732,64,39,26,20,264,284639,276191,30
REST001002,4.3,909,47,33,22,18,186,58322,53951,46
REST001003,3.5,2541,41,36,21,7,177,48241,44612,42
REST001004,3.9,3306,76,56,21,8,164,31094,24862,44
REST001005,5,4017,95,54,24,36,376,186315,168455,38
REST001006,3.6,3149,67,40,15,13,110,102102,98417,51
REST001007,4,1977,55,32,17,24,199,149148,143676,41
REST001008,3.8,2547,30,33,20,12,189,212889,210054,42
REST001009,3.6,3203,81,48,21,12,186,29534,22001,48
REST001010,4.2,686,30,23,13,19,170,54870,52320,52
REST001011,3.4,709,43,38,19,8,160,76075,72635,52
REST001012,4.8,4288,90,57,13,25,165,93163,85738,45
REST001013,3.9,3100,70,40,16,15,149,55696,50481,53
REST001014,4.2,3291,38,28,14,17,142,82431,79733,58
REST001015,3.6,827,72,49,17,7,173,76677,70449,43
REST001016,3.9,2273,32,30,22,13,187,175469,172477,36
REST001017,3.7,1010,57,34,27,13,265,39270,31717,39
REST001018,3.8,3375,30,29,19,5,218,207304,204034,51
REST001019,4.1,86,55,43,26,12,361,252180,242252,26
REST001020,4,2311,88,47,21,13,123,120685,115273,41
REST001021,4.5,2385,30,31,18,38,111,79096,77431,45
REST001022,4,4904,60,35,18,23,115,49224,45774,41
REST001023,3.5,581,50,38,18,11,107,28427,25752,50
REST001024,4.4,235,30,22,17,14,214,163943,160733,49
REST001025,3.2,2089,57,35,18,6,141,143021,139003,56
REST001026,3.9,3939,46,25,20,5,219,226183,221146,44
REST001027,3.9,3975,51,34,12,9,144,60318,56646,57
REST001028,4,1474,62,42,23,10,309,292415,282836,43
REST001029,4.3,3410,32,26,24,24,384,122280,116136,30
REST001030,4.2,1780,30,24,22,24,229,172189,168754,46
REST001031,3.9,2880,63,41,16,7,150,37800,33075,47
REST001032,4.9,2653,47,40,17,25,128,43027,40019,39
REST001033,4.2,4246,82,51,23,24,251,244873,234582,49
REST001034,4.9,2974,85,57,18,40,298,274905,262240,40
REST001035,3.5,4936,64,45,19,11,156,35886,30894,50
REST001036,3.7,3833,77,52,23,6,312,154954,142942,30
REST001037,4.1,4722,80,41,19,23,110,111642,107242,36
REST001038,4.4,320,51,39,22,19,159,180077,176022,46
REST001039,3.3,3638,31,25,19,15,160,115862,113382,44
REST001040,3.8,1914,40,39,18,11,132,77608,74968,38
REST001041,4.1,2685,39,27,19,11,189,52969,49283,59
REST001042,4.4,3993,49,37,18,10,160,158489,154569,56
REST001043,3.8,1086,58,40,14,15,122,75332,71794,48
REST001044,4,4889,30,28,18,11,161,140205,137790,57
REST001045,4.2,948,60,38,20,21,132,99264,95304,53
REST001046,4.2,108,50,34,21,6,232,207289,201489,52
REST001047,3.4,4912,92,49,28,13,230,222897,212317,43
REST001048,3.2,3491,55,40,27,9,200,112858,107358,32
REST001049,3.7,3916,83,49,16,6,133,127025,121506,57
REST001050,4,2433,92,53,20,25,210,228144,218484,49
REST001051,4.1,1840,40,36,25,13,277,164122,158582,26
REST001052,4.4,3321,66,43,23,21,192,39029,32693,54
REST001053,4.2,4452,78,45,19,25,243,75779,66302,52
REST001054,3.7,1232,44,32,22,12,89,46094,44136,51
REST001055,3.5,4710,68,44,22,6,122,93922,89774,50
REST001056,4,858,30,29,18,13,190,122926,120076,37
REST001057,4.3,3768,80,50,24,18,375,349980,334980,43
REST001058,3.6,3694,38,29,14,9,135,18227,15662,51
REST001059,3.8,382,77,48,22,13,286,192294,181283,40
REST001060,3.5,4793,54,35,27,11,272,240654,233310,35
REST001061,3.3,3648,45,41,26,5,233,212076,206834,44
REST001062,4.3,2492,84,36,18,25,240,257020,246940,36
REST001063,3.9,1938,38,32,25,9,285,77377,71962,34
REST001064,2.8,2250,62,44,19,11,92,99111,96259,40
REST001065,3.5,3049,50,40,21,6,188,102181,97481,39
REST001066,4.4,2976,57,46,21,22,155,99062,94644,42
REST001067,3.7,680,30,24,15,15,147,54353,52148,60
REST001068,3.9,2017,30,27,26,14,269,285850,281815,26
REST001069,4.2,248,82,53,21,16,202,74683,66401,58
REST001070,3.1,4381,71,40,13,14,130,51460,46845,54
REST001071,3.7,4451,41,32,22,8,231,187387,182651,47
REST001072,3.1,3954,65,44,23,5,255,242688,234401,42
REST001073,3.7,4661,44,35,20,10,217,199987,195213,53
REST001074,4,1225,57,44,18,19,202,145266,139509,38
REST001075,4,916,68,39,18,17,196,36965,30301,45
REST001076,4.6,1322,62,38,14,39,149,147745,143126,47
REST001077,3.9,97,31,32,20,8,140,120400,118230,54
REST001078,3.4,4582,74,42,19,9,92,83089,79685,50
REST001079,4.4,4022,79,55,15,14,157,131181,124979,54
REST001080,3.8,403,74,46,16,10,138,94358,89252,45
REST001081,3.6,2626,30,18,20,11,137,130095,128040,46
REST001082,4.3,2545,30,40,19,21,276,93448,89308,51
REST001083,4,3841,72,44,21,22,138,108256,103288,50
REST001084,3.5,507,31,27,17,13,176,24103,21375,46
REST001085,4.1,3237,77,42,20,21,187,37250,30050,51
REST001086,4.1,4780,30,17,19,18,244,277091,273431,50
REST001087,3.9,2053,44,29,19,12,176,120890,117018,51
REST001088,4,1734,50,36,20,13,233,49582,43757,53
REST001089,4.3,1074,46,42,22,22,195,195448,190963,49
REST001090,4,2711,36,27,20,14,193,33659,30185,55
REST001091,4.2,4627,63,39,26,23,366,178754,167225,26
REST001092,3.9,2112,49,43,18,8,109,81246,78575,48
REST001093,4.1,3289,75,52,28,10,255,240148,230586,29
REST001094,3.9,893,30,27,26,11,319,118738,113953,28
REST001095,4.5,213,33,32,22,14,131,115769,113608,47
REST001096,4.1,221,79,48,27,23,322,73338,60619,25
REST001097,4.4,4516,33,25,17,18,214,195914,192383,44
REST001098,3.9,593,60,37,18,6,254,305755,298135,53
REST001099,3.5,1103,68,41,22,5,227,228407,220689,38
REST001100,3.9,332,79,49,14,8,162,157710,151311,46
REST001101,3.8,429,46,36,21,10,142,124519,121253,44
REST001102,4.4,3887,30,20,19,23,219,124173,120888,42
REST001103,4.2,1740,71,56,23,17,276,223571,213773,29
REST001104,4.6,4277,45,31,21,36,212,127284,122514,45
REST001105,4.3,2609,42,32,18,21,157,57546,54249,53
REST001106,3.7,4367,71,44,20,10,172,22979,16873,52
REST001107,3.9,2304,84,51,20,12,204,173808,165240,52
REST001108,4.4,4134,47,31,23,19,214,199548,194519,35
REST001109,3,1500,94,68,14,13,101,93721,88974,45
REST001110,3.4,518,52,38,27,6,296,238336,230640,33
REST001111,4.4,3437,30,21,23,25,326,134295,129405,43
REST001112,4.7,4293,51,46,18,36,239,40763,34669,41
REST001113,3.3,4436,46,31,18,5,122,128751,125945,39
REST001114,4.2,3112,53,35,20,18,197,32938,27717,45
REST001115,3.4,4103,87,50,20,12,134,157476,151647,50
REST001116,4.3,4279,79,41,25,11,265,275467,265000,41
REST001117,3.8,4228,39,27,21,6,167,91163,87907,40
REST001118,3.9,4009,64,43,18,8,234,190728,183240,55
REST001119,4.8,322,40,22,15,20,178,190184,186624,55
REST001120,3.5,2905,54,42,12,10,142,145328,141494,51
REST001121,4.6,1184,47,32,20,32,226,49900,44589,40
REST001122,4.1,3804,30,28,17,17,268,125456,121436,44
REST001123,4.4,4529,43,41,19,11,155,28750,25418,52
REST001124,3.4,2156,30,23,16,7,147,145459,143254,57
REST001125,4,765,67,41,18,12,179,109057,103061,59
REST001126,4.6,3541,36,32,22,35,135,150789,148359,49
REST001127,3.3,2049,81,48,20,13,80,45248,42008,48
REST001128,4,4137,77,55,17,10,201,51216,43478,50
REST001129,4.3,2040,65,41,24,10,299,135435,125717,35
REST001130,4.8,4320,80,58,21,38,266,268979,258339,57
REST001131,3,4264,67,40,18,8,144,57623,52799,45
REST001132,3,814,45,43,23,10,223,163811,158793,42
REST001133,3.6,4466,30,21,17,6,124,39109,37249,41
REST001134,4.3,1447,79,48,22,25,123,92582,87723,45
REST001135,3.8,1256,30,13,21,15,91,83823,82458,36
REST001136,4.1,2128,46,28,22,13,136,22276,19148,53
REST001137,4.1,3999,36,37,19,21,139,148393,145891,48
REST001138,4,3670,31,35,22,17,172,76337,73671,42
REST001139,3.7,2335,30,23,18,14,166,197782,195292,36
REST001140,3.2,4710,57,42,19,15,199,207290,201618,46
REST001141,3.8,986,30,33,12,14,160,42944,40544,56
REST001142,5,2405,84,38,20,40,322,333592,320068,53
REST001143,3.6,1225,64,47,18,15,115,118629,114949,38
REST001144,4.2,4271,83,49,16,17,179,41198,33770,49
REST001145,3.9,2857,75,39,19,12,122,26780,22205,42
REST001146,4,1597,42,36,23,17,122,73179,70617,52
REST001147,3.3,3131,67,48,19,12,208,103615,96647,48
REST001148,4.4,1788,75,51,17,24,189,106357,99270,55
REST001149,4,1177,74,58,12,16,176,230926,224414,59
REST001150,4.3,4863,48,29,21,23,247,238448,232520,48
REST001151,3.8,256,71,48,23,11,178,111155,104836,39
REST001152,3.9,784,85,50,19,6,129,142733,137250,39
REST001153,3.5,3520,58,45,26,13,266,128930,121216,31
REST001154,4.5,4896,44,34,19,33,268,160856,154960,48
REST001155,3.8,2884,76,42,18,9,173,134625,128051,41
REST001156,3.4,1712,44,37,20,15,105,39060,36750,40
REST001157,3.6,2349,58,31,23,9,106,70682,67608,41
REST001158,4.3,3691,89,55,23,17,163,132538,125285,40
REST001159,4.7,2182,40,42,26,23,364,162962,155682,38
REST001160,4.2,15,62,40,19,14,113,69837,66334,45
REST001161,2.9,3358,75,39,12,6,127,131765,127002,50
REST001162,3.3,1380,81,57,18,6,153,169371,163174,51
REST001163,4.4,306,66,49,21,24,266,184713,175935,42
REST001164,3,3005,66,44,18,8,80,12136,9496,53
REST001165,3.9,4073,91,52,20,11,137,97872,91639,52
REST001166,4.5,912,95,54,22,24,196,59776,50466,42
REST001167,4.2,4925,30,25,22,22,145,116606,114431,41
REST001168,3.1,119,30,35,15,14,99,56212,54727,54
REST001169,3.2,3401,30,21,20,14,177,59330,56675,48
REST001170,4.2,711,35,28,28,14,372,369351,362841,43
REST001171,3.5,74,31,35,22,12,192,80570,77594,56
REST001172,5,1250,74,42,21,39,244,163653,154625,54
REST001173,3.7,4229,88,56,21,15,188,105003,96731,48
REST001174,3.7,2312,87,45,19,15,188,32435,24257,48
REST001175,4,4653,58,43,20,23,126,94147,90493,36
REST001176,2.8,2586,59,43,18,13,164,105701,100863,50
REST001177,4.1,372,33,35,21,24,113,110694,108830,45
REST001178,4.5,3255,63,46,17,28,181,61894,56193,53
REST001179,4.9,576,50,27,22,27,259,276363,269888,53
REST001180,4.3,4075,77,41,19,12,146,105960,100339,48
REST001181,3.9,1322,60,50,23,5,224,84860,78140,55
REST001182,4.2,3304,41,33,18,14,238,34153,29274,47
REST001183,4.2,4914,57,40,21,15,145,65408,61275,49
REST001184,3.2,931,95,43,18,7,186,185464,176629,48
REST001185,4.2,4756,79,45,26,15,288,184561,173185,29
REST001186,3.9,4662,35,36,19,9,215,100832,97070,59
REST001187,4.5,779,30,29,17,25,295,74189,69764,55
REST001188,4.7,4354,73,51,13,25,143,25379,20160,51
REST001189,4,3604,38,25,21,21,198,74143,70381,51
REST001190,4.7,47,30,30,17,6,178,199449,196779,52
REST001191,4,4074,44,37,21,22,107,21470,19116,45
REST001192,4.4,2629,76,49,18,15,126,152500,147712,50
REST001193,3.9,1778,42,29,21,8,261,114641,109160,47
REST001194,4.7,250,30,34,25,23,283,168314,164069,27
REST001195,4.4,449,88,61,23,23,294,300632,287696,44
REST001196,3.8,3508,57,43,19,13,232,61637,55025,49
REST001197,4.4,990,54,36,17,13,167,66116,61607,49
REST001198,4.5,4018,52,38,21,20,208,219367,213959,39
REST001199,4.9,2342,60,33,20,26,168,22041,17001,43
REST001200,3.6,4522,46,26,17,15,219,236301,231264,45
REST001201,3.7,3304,76,48,22,11,182,132022,125106,51
REST001202,4.5,45,30,30,21,13,219,33736,30451,50
REST001203,4.3,3672,74,43,16,20,145,69182,63817,49
REST001204,3.9,1522,90,57,20,10,208,148428,139068,47
REST001205,3.4,4551,30,27,17,15,222,133772,130442,41
REST001206,3.6,517,66,40,24,12,313,282839,272510,42
REST001207,4,2993,65,42,19,13,242,270115,262250,55
REST001208,4.2,3086,88,54,18,22,207,130020,120912,39
REST001209,3.6,2988,42,22,28,8,261,195624,190143,37
REST001210,4.2,3045,30,21,16,17,156,108108,105768,49
REST001211,4,4530,94,53,12,19,157,76402,69023,54
REST001212,3.8,1399,30,27,19,13,91,109901,108536,44
REST001213,4.2,3573,62,42,22,24,177,103268,97781,39
REST001214,3.8,4322,54,35,21,14,135,113368,109723,36
REST001215,3.5,3436,84,54,17,8,138,138937,133141,50
REST001216,4.4,4276,78,48,24,20,272,169303,158695,26
REST001217,3.9,1846,69,45,14,9,134,56352,51729,58
REST001218,3.8,2797,40,34,25,13,239,176919,172139,41
REST001219,3.8,4498,84,50,26,12,314,80396,67208,25
REST001220,3.9,3885,64,38,18,8,251,38694,30662,43
REST001221,4.3,2365,30,23,15,11,183,131284,128539,53
REST001222,4.2,2924,51,37,19,23,194,132783,127836,58
REST001223,4,32,88,52,16,11,177,119390,111602,59
REST001224,3.8,2720,42,24,22,8,158,137782,134464,43
REST001225,4.7,2655,64,42,18,32,183,116146,110290,49
REST001226,4.5,1921,73,45,20,34,167,143352,137257,42
REST001227,4.1,4967,55,42,18,17,272,236422,228942,59
REST001228,4,2365,36,31,19,21,135,160525,158095,41
REST001229,3.9,1215,51,36,23,7,349,399332,390433,43
REST001230,3.9,411,65,31,23,10,345,66412,55200,35
REST001231,4.1,3693,30,19,20,15,220,99264,95964,55
REST001232,4.3,4310,48,33,21,25,199,157524,152748,44
REST001233,3.7,305,39,31,21,7,162,40185,37026,47
REST001234,4.1,1096,40,25,19,15,242,236204,231364,53
REST001235,4.4,1900,65,41,15,23,181,202774,196891,58
REST001236,4.1,2477,75,51,21,20,266,122511,112536,48
REST001237,3.8,4733,55,41,17,10,164,48322,43812,38
REST001238,4.3,4798,30,34,17,13,210,79655,76505,53
REST001239,4.4,2464,87,53,19,15,207,182424,173420,59
REST001240,4,3653,74,43,23,18,197,99205,91916,54
REST001241,4.3,1462,30,27,14,11,143,18447,16302,51
REST001242,3.9,2703,75,37,21,12,141,114954,109666,44
REST001243,4,66,33,36,22,8,191,47971,44820,48
REST001244,3.6,4216,33,33,15,7,145,149872,147479,56
REST001245,4.1,1793,70,52,23,15,195,53903,47078,44
REST001246,3.6,1311,30,24,14,7,116,64345,62605,59
REST001247,3.9,2779,73,37,23,10,348,137999,125297,44
REST001248,3.7,1926,47,33,22,13,173,180684,176619,57
REST001249,4.3,4751,88,53,18,16,243,125733,115041,46
REST001250,3.8,1630,30,27,22,13,180,120603,117903,41
REST001251,4.2,293,34,27,21,13,122,79031,76957,53
REST001252,4.5,1176,91,56,20,21,241,84446,73480,47
REST001253,3.8,4772,86,61,18,8,250,208280,197530,37
REST001254,3.5,163,71,41,26,7,213,102137,94576,26
REST001255,3.9,1515,93,60,22,7,243,53260,41961,35
REST001256,3.5,3246,30,31,19,12,155,19209,16884,53
REST001257,3.2,4033,80,49,20,15,150,122040,116040,54
REST001258,4.4,2808,59,43,22,18,179,164193,158912,38
REST001259,3.4,4428,47,42,22,14,195,221305,216723,41
REST001260,4.1,621,45,41,22,21,228,155965,150835,49
REST001261,3.9,327,89,45,22,12,153,129125,122317,55
REST001262,3.7,3512,87,52,23,9,193,146678,138282,50
REST001263,4.6,2416,79,47,14,36,156,81703,75541,56
REST001264,4.8,2333,65,44,21,22,163,142419,137122,53
REST001265,3.7,2023,34,39,18,15,201,116198,112781,50
REST001266,3.9,1136,30,32,20,5,167,27521,25016,50
REST001267,4.4,3363,81,48,26,14,348,95797,81703,30
REST001268,3.9,2557,74,49,21,13,126,21301,16639,51
REST001269,3.6,1745,30,36,18,12,207,150729,147624,49
REST001270,4.3,3757,30,17,27,21,341,222792,217677,35
REST001271,3.9,505,41,27,17,12,140,153848,150978,45
REST001272,4.1,4798,72,52,23,24,212,123735,116103,45
REST001273,3.5,1429,66,35,21,12,179,151025,145118,45
REST001274,3.7,2288,89,56,23,6,256,186672,175280,43
REST001275,4.3,4027,48,33,19,24,224,206115,200739,43
REST001276,4,564,31,35,20,20,145,78532,76284,50
REST001277,4.6,2970,63,42,17,23,153,32382,27562,57
REST001278,3.9,12,66,44,15,6,171,202617,196974,60
REST001279,3.9,3659,81,50,20,11,252,286473,276267,60
REST001280,4,2668,90,48,20,19,185,125356,117031,45
REST001281,4.6,2536,59,37,21,32,197,95245,89434,42
REST001282,3.7,4375,55,41,19,12,90,57882,55407,36
REST001283,3.6,4282,38,30,15,12,159,60952,57931,56
REST001284,3.2,1312,35,27,19,7,95,85491,83828,39
REST001285,4.6,2798,48,36,22,35,368,271252,262420,34
REST001286,3.5,3645,31,28,17,9,162,141586,139075,45
REST001287,3.9,1962,94,51,19,12,163,155927,148266,51
REST001288,4.4,530,75,52,20,15,124,65769,61119,45
REST001289,3.8,2381,30,25,18,6,159,92439,90054,48
REST001290,4.4,3045,83,45,20,21,262,220289,209416,39
REST001291,4.8,588,84,53,20,37,233,215292,205506,51
REST001292,3.7,3547,52,39,22,8,179,99688,95034,45
REST001293,3.6,4120,87,57,19,14,92,92330,88328,49
REST001294,3.6,1988,90,57,23,15,171,108232,100537,47
REST001295,3.6,3550,91,58,15,14,131,46098,40138,51
REST001296,4.4,4060,54,37,17,10,174,44336,39638,48
REST001297,3.3,3426,87,53,21,14,168,69545,62237,48
REST001298,4.2,4886,30,27,23,19,292,276328,271948,40
REST001299,4,2486,84,56,21,17,196,87329,79097,55
REST001300,4.3,2370,31,28,19,17,233,209112,205501,47
REST001301,3.8,4430,37,28,20,8,196,220304,216678,57
REST001302,4.2,1490,63,40,18,20,273,72082,63483,46
REST001303,3.8,71,82,52,25,8,324,350649,337365,42
REST001304,4,3475,61,39,16,24,145,71009,66586,52
REST001305,4.6,2907,42,25,24,30,342,384161,376979,37
REST001306,4.4,4649,49,33,22,17,286,198318,191311,48
REST001307,4.7,1631,46,32,17,33,159,142263,138606,47
REST001308,3.8,4975,31,35,21,14,231,84310,80729,60
REST001309,4.3,422,70,45,19,17,141,119577,114642,47
REST001310,3.6,3915,46,39,22,10,172,70702,66746,38
REST001311,4.3,3419,36,34,21,12,213,162212,158378,36
REST001312,4.5,3426,77,51,20,27,280,73248,62468,54
REST001313,3.9,4524,81,53,17,8,239,30548,20869,52
REST001314,3.5,2394,38,30,18,14,175,22816,19491,57
REST001315,4,4776,51,37,14,15,159,199366,195312,46
REST001316,4.1,3714,44,36,17,11,166,23698,20046,45
REST001317,3.4,1467,71,39,19,11,154,86444,80977,58
REST001318,4.3,841,75,50,18,14,141,36998,31710,58
REST001319,4.3,1719,35,27,23,18,264,297195,292575,32
REST001320,4.1,4140,34,33,16,10,143,79639,77208,59
REST001321,3.9,4636,55,44,14,7,156,27100,22810,46
REST001322,4.4,551,65,35,17,24,127,117005,112877,38
REST001323,3.6,216,68,39,23,14,91,54654,51560,53
REST001324,4.4,799,88,52,24,24,351,304373,288929,43
REST001325,3.5,2904,54,34,20,10,216,250905,245073,52
REST001326,4.5,2535,40,36,21,30,260,192254,187054,58
REST001327,3.8,864,82,51,21,6,253,198071,187698,48
REST001328,4.1,2984,87,41,22,12,205,62361,53443,46
REST001329,4.5,3111,68,44,23,28,351,171891,159957,44
REST001330,4.4,2960,46,33,19,12,271,140705,134472,55
REST001331,4.2,3929,75,39,18,12,199,203159,195696,47
REST001332,3.3,4032,88,50,22,12,266,285077,273373,37
REST001333,5,4580,52,35,13,23,150,185440,181540,46
REST001334,4.8,2352,66,47,15,25,196,53811,47343,56
REST001335,3.9,1757,74,40,19,12,235,219473,210778,57
REST001336,4.6,4677,65,42,22,31,278,57245,48210,39
REST001337,4.1,1071,88,54,22,14,175,129265,121565,49
REST001338,4.1,2979,69,45,22,14,233,147209,139170,37
REST001339,3.7,2252,78,39,13,11,164,185769,179373,54
REST001340,3.6,1065,54,43,18,6,134,80102,76484,49
REST001341,4.2,3349,30,30,18,22,227,56958,53553,52
REST001342,4.3,2314,94,54,25,10,288,70632,57096,37
REST001343,4.4,3102,90,56,24,20,381,227883,210738,33
REST001344,3.8,1695,61,28,19,12,241,175103,167752,49
REST001345,4.4,1297,45,30,18,14,141,42663,39491,54
REST001346,3.3,4165,34,36,18,13,81,94249,92872,53
REST001347,4,1192,42,33,18,22,141,73649,70688,50
REST001348,4,3479,31,35,18,10,133,125746,123684,48
REST001349,4.3,4002,30,21,19,20,176,192883,190243,40
REST001350,4.4,4172,47,42,22,23,111,25367,22759,53
REST001351,4.6,597,69,48,24,22,330,149978,138593,25
REST001352,3.8,4167,83,47,23,10,127,140328,135058,51
REST001353,4.2,91,40,33,20,8,214,64371,60091,58
REST001354,3.7,3071,36,28,22,9,206,152806,149098,49
REST001355,4.7,1888,35,29,13,37,176,129998,126918,52
REST001356,4,4948,74,43,18,19,101,17475,13738,47
REST001357,4,4028,67,50,21,18,253,177684,169208,51
REST001358,3.3,1253,63,36,15,14,124,77047,73141,48
REST001359,4.2,2847,30,27,27,13,309,97220,92585,26
REST001360,4.4,4401,55,42,22,12,291,236967,228964,48
REST001361,4.4,3146,89,51,20,24,140,41104,34874,50
REST001362,3.9,1643,67,45,17,11,143,174949,170158,56
REST001363,4.7,4933,52,39,26,28,358,171933,162625,33
REST001364,4.4,2600,46,34,20,11,111,62781,60228,37
REST001365,4.1,2120,89,55,20,22,203,154767,145733,50
REST001366,4.2,2083,38,29,23,11,107,122761,120728,42
REST001367,3.7,2032,67,42,17,15,157,168360,163101,54
REST001368,3.9,184,82,51,15,15,148,154859,148791,56
REST001369,4.7,646,63,42,17,22,185,170747,164920,53
REST001370,4.8,3431,42,37,21,39,138,19187,16289,45
REST001371,4.4,2921,73,33,22,14,111,91601,87550,49
REST001372,4.2,3454,57,39,17,16,144,138882,134778,59
REST001373,4.4,4437,89,56,19,24,232,250497,240173,36
REST001374,4,3810,82,54,23,22,268,68305,57317,30
REST001375,4.1,1016,56,46,22,17,210,229320,223440,36
REST001376,4.1,1355,88,50,19,11,178,115488,107656,37
REST001377,3.7,2961,85,56,26,8,224,175208,165688,35
REST001378,4.5,4469,44,40,20,32,131,109935,107053,42
REST001379,4.3,2562,92,56,15,12,140,166124,159684,56
REST001380,4.3,2386,54,37,28,15,367,40957,31048,33
REST001381,4,3632,35,28,23,14,293,154768,149640,35
REST001382,4.2,4697,30,34,17,10,208,94779,91659,47
REST001383,3.5,2096,61,39,23,9,238,198287,191028,40
REST001384,3.8,2693,30,26,23,8,249,51000,47265,49
REST001385,4,1734,92,51,19,10,210,233037,223377,47
REST001386,3.9,4197,60,37,20,12,204,189964,183844,54
REST001387,4.1,3241,56,34,19,16,125,124638,121138,49
REST001388,4,4460,78,53,19,19,266,32965,22591,57
REST001389,3.6,2382,57,38,14,6,135,150233,146385,49
REST001390,4.5,1978,39,38,25,26,363,374888,367809,27
REST001391,4,1662,58,41,16,24,168,210127,205255,56
REST001392,3.8,801,30,25,16,11,144,30723,28563,56
REST001393,4.4,584,30,30,23,24,187,56588,53783,48
REST001394,3.9,4781,34,27,21,15,119,26416,24393,42
REST001395,3.6,2101,63,33,17,5,207,218370,211850,56
REST001396,3.5,2512,52,38,26,14,298,102541,94793,40
REST001397,3.5,3977,55,33,26,10,254,53944,46959,39
REST001398,4,1000,30,24,24,10,262,111706,107776,37
REST001399,3.7,834,95,52,13,5,140,139704,133054,54
