restaurant_id,swiggy_rating,swiggy_total_reviews,swiggy_delivery_fee_inr,swiggy_avg_delivery_time_minutes,swiggy_platform_commission_pct,swiggy_discount_frequency_pct,swiggy_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,swiggy_market_share_pct
REST000931,3.6,4034,42,32,12,8,151,193871,190700,43
REST000932,4.1,1870,64,35,17,11,150,122632,117832,58
REST000933,4.6,2685,56,42,23,31,239,62202,55510,51
REST000934,3.5,1637,42,35,18,10,216,210241,205705,51
REST000935,4.8,2391,57,40,21,40,280,105070,97090,52
REST000936,3.6,1363,48,32,22,14,182,36057,31689,63
REST000937,3.7,49,94,57,14,6,118,86562,81016,48
REST000938,3.9,3295,33,37,20,7,240,101376,97416,42
REST000939,4.7,672,47,35,23,31,118,56787,54014,58
REST000940,3.6,3078,30,29,22,9,239,91532,87947,42
REST000941,4.8,4906,39,27,19,39,154,37546,34543,46
REST000942,3.9,750,82,51,18,5,228,276887,267539,49
REST000943,4,2346,66,48,26,21,255,103218,94803,69
REST000944,4.9,4965,52,48,22,25,244,180423,174079,61
REST000945,4.1,3782,65,44,20,10,210,191688,184863,42
REST000946,3.5,290,31,23,14,11,143,96416,94199,43
REST000947,4.1,798,61,48,20,20,208,50585,44241,58
REST000948,4.5,1623,35,23,13,27,195,159810,156397,50
REST000949,4.2,82,31,26,22,15,217,64826,61463,45
REST000950,4.3,2782,48,31,18,13,124,39146,36170,55
REST000951,3.6,1612,62,37,18,15,131,131482,127421,65
REST000952,4.3,3078,81,46,15,23,159,102038,95598,46
REST000953,3.5,1876,30,25,28,7,243,107425,103780,62
REST000954,3.7,1026,30,34,26,11,279,112314,108129,64
REST000955,4.2,3362,90,47,20,10,108,86832,81972,56
REST000956,3.8,3404,34,25,17,6,143,119520,117089,43
REST000957,4.2,951,30,30,13,12,161,84602,82187,46
REST000958,3.8,1930,60,32,22,8,162,170586,165726,48
REST000959,4.4,1480,63,40,16,18,197,86546,80340,41
REST000960,3.4,387,66,41,20,15,154,126526,121444,63
REST000961,4.2,245,86,56,28,15,283,87209,75040,69
REST000962,4.1,4468,75,48,17,18,153,187691,181953,43
REST000963,4.1,4728,53,36,21,16,153,43634,39579,57
REST000964,3.6,588,88,53,13,7,119,151774,146538,49
REST000965,3.9,1898,30,27,17,7,97,32928,31473,48
REST000966,3.3,2975,50,35,28,13,266,97483,90833,59
REST000967,3.9,4932,40,31,22,5,116,100704,98384,54
REST000968,3.5,2125,60,39,22,11,157,22410,17700,59
REST000969,3.4,10,30,23,21,15,187,45205,42400,54
REST000970,4.1,4733,46,34,21,15,99,89315,87038,61
REST000971,3.8,3093,61,43,17,9,170,169743,164558,46
REST000972,4.6,1717,62,38,17,35,167,104234,99057,46
REST000973,3.8,4177,41,33,20,7,236,174262,169424,43
REST000974,4.2,3397,42,34,26,25,303,211663,205300,66
REST000975,4.2,235,48,32,17,10,209,195153,190137,55
REST000976,3.9,2285,30,24,13,9,156,133955,131615,48
REST000977,4.1,3830,53,38,22,21,188,193271,188289,51
REST000978,3.7,2520,38,30,21,15,111,93652,91543,58
REST000979,4.5,147,74,43,18,7,196,235294,228042,48
REST000980,3.8,2529,38,33,15,10,120,66096,63816,41
REST000981,3.5,682,89,42,20,6,178,139836,131915,62
REST000982,4.9,4417,61,42,19,39,231,272432,265386,48
REST000983,3.7,4695,35,37,28,6,289,264469,259412,70
REST000984,4.3,3878,83,52,18,20,146,90268,84209,59
REST000985,4.4,3346,60,34,20,23,273,307288,299098,51
REST000986,5,3142,72,47,22,36,303,333475,322567,60
REST000987,4.3,4666,68,47,25,12,331,111464,100210,60
REST000988,4.3,2792,33,30,18,12,197,66716,63465,47
REST000989,4.7,2471,30,18,16,38,204,118067,115007,50
REST000990,4.1,4588,46,29,19,17,272,272535,266279,51
REST000991,3.8,662,50,42,13,9,132,161924,158624,43
REST000992,3.3,3359,39,26,18,11,185,89503,85895,52
REST000993,4.2,1359,49,36,23,23,346,40762,32285,59
REST000994,3.3,3900,38,36,23,10,91,31531,29802,49
REST000995,3.9,975,50,37,19,10,153,126284,122459,57
REST000996,4.2,713,82,42,14,18,130,148470,143140,43
REST000997,4.1,51,93,57,27,11,284,172697,159491,60
REST000998,4.7,3310,30,31,19,29,264,249123,245163,60
REST000999,3.3,4082,86,56,18,9,95,65903,61818,47
REST001000,3.6,571,73,44,24,10,228,229076,220754,57
REST001001,3.8,2167,64,44,25,6,233,254610,247154,70
REST001002,2.7,401,47,42,22,14,117,36686,33937,54
REST001003,3.6,4006,41,29,20,10,182,50232,46501,58
REST001004,4.2,3358,76,53,22,13,177,33134,26408,56
REST001005,4,4842,95,57,24,11,300,148656,134406,62
REST001006,4,298,67,37,15,15,122,113240,109153,49
REST001007,4.7,3997,55,45,21,21,234,166928,160493,59
REST001008,4.3,4044,30,28,18,23,214,247075,243865,58
REST001009,4.3,1266,81,35,23,17,222,34358,25367,52
REST001010,3.9,3103,30,20,17,10,158,48652,46282,48
REST001011,4.2,2816,43,30,17,11,197,95980,91744,48
REST001012,4.5,2148,90,54,17,34,155,83493,76518,55
REST001013,4.3,3819,70,44,16,12,164,61303,55563,47
REST001014,3.7,2701,38,28,16,10,125,70875,68500,42
REST001015,4,4711,72,40,20,18,193,82449,75501,57
REST001016,3.5,3015,32,39,18,10,168,165725,163037,64
REST001017,3.4,2837,57,45,27,7,243,36010,29084,61
REST001018,3.9,2839,30,27,17,11,224,218270,214910,49
REST001019,3.4,506,55,38,26,14,300,209568,201318,74
REST001020,4,4456,88,56,23,16,123,117629,112217,59
REST001021,3.4,2975,30,24,22,11,84,56936,55676,55
REST001022,4.4,4844,60,52,19,14,126,53275,49495,59
REST001023,4.5,3647,50,42,19,39,138,36216,32766,50
REST001024,4,3296,30,15,21,21,195,142188,139263,51
REST001025,4.2,2180,57,44,15,17,185,194518,189245,44
REST001026,4.4,254,46,43,21,22,248,252932,247228,56
REST001027,3.6,4306,51,42,17,7,133,52545,49154,43
REST001028,4.4,348,62,37,28,15,340,300859,290319,57
REST001029,4.8,3334,32,33,27,32,428,130912,124064,70
REST001030,4.2,4559,30,19,22,20,229,172189,168754,54
REST001031,4,1067,63,41,13,21,153,39933,35113,53
REST001032,3.4,3057,47,44,21,14,89,28475,26384,61
REST001033,3.7,663,82,50,20,12,221,224005,214944,51
REST001034,4.6,3093,85,59,22,36,280,245700,233800,60
REST001035,3.9,87,64,38,19,7,173,39796,34260,50
REST001036,4.5,1224,77,54,23,29,379,188230,173638,70
REST001037,3.7,1303,80,43,21,11,99,97997,94037,64
REST001038,4.3,4717,51,41,17,19,156,188004,184026,54
REST001039,3.9,3556,31,31,21,8,189,133483,130553,56
REST001040,4.2,3953,40,29,18,17,146,85839,82919,62
REST001041,3.8,1091,39,35,23,12,175,46623,43211,41
REST001042,3.8,301,49,38,18,10,138,136697,133316,44
REST001043,4.1,4228,58,39,13,12,131,81830,78031,52
REST001044,3.6,3450,30,25,13,5,145,133971,131796,43
REST001045,4.7,3210,60,47,23,37,148,107122,102682,47
REST001046,3.8,290,50,44,17,13,210,197133,191883,48
REST001047,3.2,4273,92,49,24,14,216,220959,211023,57
REST001048,4.1,698,55,38,27,16,256,144458,137418,68
REST001049,4,3857,83,50,14,25,143,139828,133893,43
REST001050,4.1,2812,92,59,17,16,215,242335,232445,51
REST001051,4.5,2394,40,35,28,28,304,172915,166835,74
REST001052,3.8,2691,66,46,18,5,166,35935,30457,46
REST001053,4.4,365,78,50,20,18,255,78540,68595,48
REST001054,4.1,4559,44,25,17,17,99,54560,52382,49
REST001055,4.1,2046,68,46,23,13,143,108678,103816,50
REST001056,3.8,4616,30,42,21,10,180,112195,109495,63
REST001057,4.5,4133,80,49,27,32,393,352300,336580,57
REST001058,3.6,4312,38,29,16,14,135,17803,15238,49
REST001059,4.6,4569,77,35,26,20,346,220706,207385,60
REST001060,3.3,3111,54,33,25,8,256,232704,225792,65
REST001061,4.3,312,45,44,23,23,303,286971,280153,56
REST001062,4,4261,84,48,19,13,223,235902,226536,64
REST001063,4.5,3748,38,35,24,24,329,90514,84263,66
REST001064,3.6,1987,62,42,23,5,118,120843,117185,60
REST001065,3.8,1549,50,33,20,5,204,112281,107181,61
REST001066,3.5,1246,57,46,19,7,123,80600,77095,58
REST001067,3.3,4222,30,37,16,7,131,47867,45902,40
REST001068,3.5,3829,30,38,28,6,241,249174,245559,74
REST001069,4.5,1839,82,51,21,33,217,80229,71332,42
REST001070,3.4,1156,71,50,15,11,143,55305,50228,46
REST001071,4,3526,41,23,17,17,249,214936,209832,53
REST001072,4.1,1377,65,36,24,14,338,317503,306518,58
REST001073,3.7,4838,44,31,23,14,217,192487,187713,47
REST001074,4.6,3497,57,34,18,37,233,167559,160919,62
REST001075,3.7,1413,68,49,18,12,181,34136,27982,55
REST001076,4,3588,62,37,16,15,129,124939,120940,53
REST001077,4,3437,31,32,21,10,143,121442,119226,46
REST001078,4.4,3168,74,45,22,18,119,103494,99091,50
REST001079,4.5,788,79,46,16,38,160,132115,125795,46
REST001080,3.9,4537,74,40,16,8,141,96410,91193,55
REST001081,4.6,2669,30,23,21,25,176,165040,162400,54
REST001082,4.4,562,30,32,23,19,283,91086,86841,49
REST001083,4.3,2724,72,51,22,12,149,115406,110042,50
REST001084,3.9,3089,31,32,21,15,196,25548,22510,54
REST001085,3.4,2699,77,56,20,13,155,30876,24908,49
REST001086,3.5,2341,30,34,19,12,208,236208,233088,50
REST001087,4,2132,44,24,21,11,181,121255,117273,49
REST001088,4.6,4014,50,44,21,32,268,56317,49617,47
REST001089,3.6,2795,46,31,18,7,163,171753,168004,51
REST001090,3.8,3482,36,24,19,5,183,32314,29020,45
REST001091,4.2,4523,63,48,23,10,366,186001,174472,74
REST001092,3.7,45,49,30,19,11,103,75837,73314,52
REST001093,4.5,2010,75,41,23,38,280,282004,271504,71
REST001094,4.1,2801,30,30,24,24,335,128063,123038,72
REST001095,4.6,1847,33,33,22,24,134,118421,116210,53
REST001096,3.8,4257,79,51,25,9,298,69732,57961,75
REST001097,4.2,3721,33,28,20,10,205,180892,177509,56
REST001098,2.8,3295,60,41,17,12,182,221756,216296,47
REST001099,4.7,2160,68,42,26,32,305,291153,280783,62
REST001100,4.1,1407,79,46,15,19,170,163574,156859,54
REST001101,4.5,14,46,37,19,5,168,151048,147184,56
REST001102,3.6,4950,30,21,22,8,179,97734,95049,58
REST001103,4.3,2870,71,42,27,16,283,217332,207286,71
REST001104,3.8,2985,45,31,19,5,175,107730,103792,55
REST001105,4.1,2004,42,41,22,11,150,52299,49149,47
REST001106,4,2262,71,46,21,14,186,24538,17935,48
REST001107,4.3,4432,84,50,18,13,225,196492,187042,48
REST001108,3.3,3515,47,32,20,10,161,155976,152193,65
REST001109,3.6,3573,94,47,15,8,121,110975,105288,55
REST001110,3.8,1976,52,42,25,8,331,273819,265213,67
REST001111,3.9,2894,30,33,26,5,289,114415,110080,57
REST001112,3.7,664,51,42,18,7,188,32065,27271,59
REST001113,3.6,1382,46,39,22,7,133,133513,130454,61
REST001114,4.1,3800,53,37,22,17,193,31462,26348,55
REST001115,4.5,3720,87,51,18,38,178,214415,206672,50
REST001116,3.8,3373,79,47,25,12,234,243243,234000,59
REST001117,3.7,2291,39,32,18,14,162,91792,88633,60
REST001118,4.4,270,64,49,17,11,264,217805,209357,45
REST001119,3.6,630,40,27,13,8,134,146541,143861,45
REST001120,3.8,2433,54,36,18,10,154,146863,142705,49
REST001121,4.5,3016,47,45,21,22,221,48186,42993,60
REST001122,3.6,2156,30,35,19,10,235,107357,103832,56
REST001123,4.6,735,43,28,20,38,162,29678,26195,48
REST001124,4.2,1920,30,27,16,23,181,179103,176388,43
REST001125,2.7,333,67,40,16,5,121,75518,71465,41
REST001126,4.8,1922,36,30,23,22,141,155472,152934,51
REST001127,3.9,197,81,53,17,9,95,55746,51899,52
REST001128,4.3,4085,77,59,23,24,216,51060,42744,50
REST001129,3.6,1131,65,42,26,5,250,110260,102135,65
REST001130,3.8,4447,80,52,20,5,210,215040,206640,43
REST001131,4.2,2556,67,44,20,25,201,78470,71736,55
REST001132,3.9,2187,45,36,24,10,290,210261,203736,58
REST001133,4.1,1470,30,27,22,22,141,41792,39677,59
REST001134,3.7,2125,79,44,19,8,106,82854,78667,55
REST001135,3.7,1137,30,28,19,9,89,84056,82721,64
REST001136,4.7,1596,46,36,21,21,156,25880,22292,47
REST001137,4.6,1424,36,27,21,25,157,163471,160645,52
REST001138,4.2,557,31,29,19,15,180,82960,80170,58
REST001139,3.1,1037,30,24,21,9,139,159553,157468,64
REST001140,3.8,4039,57,42,19,9,236,245831,239105,54
REST001141,4,3422,30,26,16,13,169,43297,40762,44
REST001142,4.1,3965,84,44,17,13,264,283760,272672,47
REST001143,3.8,169,64,32,20,14,121,121774,117902,62
REST001144,3.3,4002,83,44,18,11,141,31679,25828,51
REST001145,4.2,3367,75,52,19,20,131,28755,23843,58
REST001146,4.9,340,42,32,18,22,149,95178,92049,48
REST001147,4,331,67,41,21,22,253,122920,114444,52
REST001148,4.2,1898,75,51,14,17,180,104954,98204,45
REST001149,4.6,2567,74,49,16,26,202,252992,245518,41
REST001150,4,837,48,38,23,25,229,215475,209979,52
REST001151,3.8,2380,71,46,18,14,178,118373,112054,61
REST001152,4,1361,85,42,20,21,132,144249,138639,61
REST001153,4.2,4367,58,44,23,17,319,160887,151636,69
REST001154,4.1,2769,44,40,22,21,244,141027,135659,52
REST001155,3.9,1384,76,44,22,8,177,131018,124292,59
REST001156,3.9,3633,44,31,22,14,121,43886,41224,60
REST001157,3.7,128,58,40,20,9,109,75515,72354,59
REST001158,3.3,2491,89,57,20,9,125,105600,100037,60
REST001159,3.9,1364,40,29,25,7,302,137032,130992,62
REST001160,3.7,3509,62,40,19,11,99,61184,58115,55
REST001161,3.6,4525,75,45,17,9,157,153635,147747,50
REST001162,4,222,81,44,20,10,186,200880,193347,49
REST001163,4.1,3071,66,40,21,23,248,172213,164029,58
REST001164,4,4585,66,32,20,17,107,15836,12305,47
REST001165,4.1,3869,91,48,20,22,144,102873,96321,48
REST001166,3.8,1386,95,53,20,15,165,51612,43774,58
REST001167,4.2,2802,30,20,23,10,145,115111,112936,59
REST001168,4.2,4571,30,25,12,12,135,79358,77333,46
REST001169,4.4,294,30,24,20,21,243,81453,77808,52
REST001170,3.4,4964,35,32,28,12,301,298856,293589,57
REST001171,4.1,3576,31,27,23,23,225,93208,89721,44
REST001172,3.8,2796,74,49,20,13,185,125652,118807,46
REST001173,4,985,88,48,23,19,203,110511,101579,52
REST001174,4.1,625,87,53,20,16,208,35443,26395,52
REST001175,3.4,359,58,42,19,14,107,80949,77846,64
REST001176,4,1231,59,39,18,24,234,150817,143914,50
REST001177,3.6,3113,33,34,19,13,99,99435,97802,55
REST001178,3.5,1126,63,48,14,6,141,49959,45517,47
REST001179,3.6,1759,50,39,18,8,190,213134,208384,47
REST001180,4.1,4922,77,47,20,12,139,99635,94283,52
REST001181,4.3,972,60,44,20,24,247,97219,89809,45
REST001182,3.7,2903,41,46,21,13,210,29032,24727,53
REST001183,4.2,1775,57,40,22,23,145,64580,60447,51
REST001184,2.6,760,95,47,19,9,151,148728,141556,52
REST001185,4.4,2779,79,56,27,18,302,190918,178989,71
REST001186,3.5,3009,35,27,22,12,193,87162,83785,41
REST001187,4.6,281,30,32,20,19,302,73204,68674,45
REST001188,3.5,1846,73,41,15,12,106,18380,14511,49
REST001189,3.6,4645,38,41,20,15,178,67497,64115,49
REST001190,4.2,3399,30,24,16,23,159,180306,177921,48
REST001191,4.4,2234,44,36,22,21,118,23378,20782,55
REST001192,3.9,2080,76,54,22,12,112,128943,124687,50
REST001193,3.6,4368,42,33,18,6,241,109876,104815,53
REST001194,4.1,2119,30,35,24,24,247,148861,145156,73
REST001195,4,1211,88,50,23,25,267,273023,261275,56
REST001196,2.7,187,57,39,22,12,165,42213,37511,51
REST001197,4.7,4448,54,35,18,38,178,69622,64816,51
REST001198,3.7,105,52,39,19,6,171,184910,180464,61
REST001199,4.2,2701,60,47,20,10,144,18892,14572,57
REST001200,5,351,46,29,21,15,304,312208,305216,55
REST001201,4.4,4909,76,47,22,21,216,156686,148478,49
REST001202,4.1,2683,30,25,20,22,200,31200,28200,50
REST001203,3.3,4925,74,41,14,15,111,54221,50114,51
REST001204,4.1,2822,90,49,20,12,218,155564,145754,53
REST001205,4.3,4208,30,26,19,14,281,165244,161029,59
REST001206,4.3,647,66,43,25,24,374,333514,321172,58
REST001207,3.4,2721,65,49,21,9,206,224255,217560,45
REST001208,3.5,180,88,54,18,12,173,108664,101052,61
REST001209,4.1,2764,42,38,25,16,297,231882,225645,63
REST001210,4,737,30,24,13,24,148,106227,104007,51
REST001211,4.1,3055,94,52,13,22,161,77458,69891,46
REST001212,3.5,4259,30,28,18,12,84,102700,101440,56
REST001213,4.1,3325,62,38,19,18,172,104211,98879,61
REST001214,3.8,3189,54,36,19,14,135,116239,112594,64
REST001215,4.1,3208,84,60,15,14,162,167030,160226,50
REST001216,4.1,2474,78,44,27,22,254,151858,141952,74
REST001217,4.3,3403,69,40,18,18,148,59345,54239,42
REST001218,3.6,187,40,31,27,5,226,162835,158315,59
REST001219,4,1684,84,52,27,12,331,83603,69701,75
REST001220,3.9,1097,64,41,18,9,251,38694,30662,57
REST001221,4.4,3743,30,27,14,14,188,136457,133637,47
REST001222,4.1,3400,51,32,20,14,189,127764,122944,42
REST001223,3.9,4753,88,50,13,6,172,120160,112592,41
REST001224,4.8,3439,42,38,18,36,200,183352,179152,57
REST001225,3.7,540,64,41,17,9,144,92508,87900,51
REST001226,4.5,2168,73,47,18,28,167,146936,140841,58
REST001227,3.9,3111,55,35,23,14,258,210579,203484,41
REST001228,3.7,3088,36,25,19,11,124,147445,145213,59
REST001229,3.4,3494,51,40,26,5,304,334290,326538,57
REST001230,4.1,3838,65,54,24,10,363,68970,57172,65
REST001231,4,4031,30,20,21,13,214,95349,92139,45
REST001232,4.4,2186,48,34,20,25,204,163526,158630,56
REST001233,4,1194,39,31,19,13,175,44509,41097,53
REST001234,4.6,4354,40,35,18,30,272,268763,263323,47
REST001235,3.9,3713,65,52,13,12,161,184612,179379,42
REST001236,3.7,1038,75,45,20,6,240,111936,102936,52
REST001237,4.2,1644,55,34,20,20,181,51404,46426,62
REST001238,4,2290,30,35,20,23,195,71292,68367,47
REST001239,3.8,1555,87,50,23,15,179,149959,142172,41
REST001240,4,692,74,44,22,20,197,100493,93204,46
REST001241,4.5,709,30,31,15,32,149,18997,16762,49
REST001242,4.5,561,75,43,20,31,163,134572,128460,56
REST001243,3.7,2338,33,31,21,14,177,45025,42104,52
REST001244,3.9,4132,33,26,12,12,158,169072,166465,44
REST001245,4.3,1135,70,39,18,19,204,60053,52913,56
REST001246,5,2083,30,20,15,29,162,88816,86386,41
REST001247,4.1,3686,73,48,23,11,366,145137,131778,56
REST001248,3.6,3568,47,28,21,7,168,177712,173764,43
REST001249,4.5,3018,88,54,20,22,255,128724,117504,54
REST001250,3.5,3282,30,20,19,8,165,114805,112330,59
REST001251,3.9,1557,34,27,19,10,113,75054,73133,47
REST001252,4,4078,91,53,20,24,214,74985,65248,53
REST001253,4.4,2608,86,51,18,16,290,241604,229134,63
REST001254,4.2,4183,71,44,26,11,256,122757,113669,74
REST001255,3.4,1579,93,52,27,15,211,43282,33470,65
REST001256,4.5,2420,30,35,18,30,200,25092,22092,47
REST001257,3.8,3728,80,43,17,12,179,151095,143935,46
REST001258,3.7,2623,59,35,21,8,150,139356,134931,62
REST001259,3.4,878,47,32,17,9,195,235491,230909,59
REST001260,4.1,3845,45,37,17,21,228,165963,160833,51
REST001261,4.7,266,89,54,19,19,185,162137,153905,45
REST001262,5,4531,87,45,19,24,261,208661,197308,50
REST001263,3.7,2346,79,48,14,11,125,65467,60530,44
REST001264,3.9,1327,65,52,23,5,132,112413,108123,47
REST001265,4.4,186,34,31,21,11,239,133111,129048,50
REST001266,3.9,231,30,23,19,5,167,27865,25360,50
REST001267,3.8,1023,81,53,25,9,300,83700,71550,70
REST001268,3.7,4765,74,48,20,10,120,20544,16104,49
REST001269,3.3,3705,30,26,18,12,190,138350,135500,51
REST001270,3.6,1041,30,29,26,13,285,188755,184480,65
REST001271,3.9,3566,41,36,13,9,140,161263,158393,55
REST001272,4.1,1903,72,45,20,14,212,128556,120924,55
REST001273,4.4,960,66,42,22,14,225,187434,180009,55
REST001274,4,341,89,50,25,12,277,196739,184412,57
REST001275,3.1,3450,48,37,19,8,161,148145,144281,57
REST001276,4.4,1362,31,31,23,22,160,83406,80926,50
REST001277,4.1,4665,63,39,15,17,136,29478,25194,43
REST001278,3.6,161,66,46,16,7,158,185011,179797,40
REST001279,4.2,2965,81,52,23,11,272,297614,286598,40
REST001280,3.6,3979,90,51,21,6,166,111075,103605,55
REST001281,3.9,332,59,38,22,9,167,79719,74792,58
REST001282,3.4,2958,55,32,18,11,83,54039,51757,64
REST001283,4,4905,38,35,18,18,177,65458,62095,44
REST001284,4,1816,35,43,18,25,119,108411,106328,61
REST001285,4.1,1497,48,35,26,20,328,229370,221498,66
REST001286,3.9,4942,31,30,17,12,181,158192,155386,55
REST001287,3.8,3135,94,59,17,12,159,155856,148383,49
REST001288,4.2,1925,75,53,20,18,118,62587,58162,55
REST001289,4.1,65,30,30,15,12,171,103053,100488,52
REST001290,3.4,2550,83,46,21,11,203,168548,160124,61
REST001291,3.7,1525,84,47,20,14,180,166320,158760,49
REST001292,4.1,4320,52,42,19,23,198,114511,109363,55
REST001293,3.8,2071,87,49,18,7,97,98550,94330,51
REST001294,3.7,739,90,50,21,8,176,114290,106370,53
REST001295,3.5,918,91,52,16,7,128,44513,38689,49
REST001296,4.7,1084,54,37,16,24,186,47965,42943,52
REST001297,4.3,2227,87,53,19,17,218,92527,83044,52
REST001298,4.4,2577,30,29,23,19,306,289576,284986,60
REST001299,4.3,42,84,60,20,7,210,94752,85932,45
REST001300,3.8,884,31,32,20,15,205,181712,178534,53
REST001301,3.6,3881,37,29,19,8,185,210539,207116,43
REST001302,3.1,2367,63,42,18,11,201,53072,46740,54
REST001303,3.7,1290,82,56,27,13,316,332871,319915,58
REST001304,4.5,501,61,39,17,35,163,78874,73902,48
REST001305,4.1,3111,42,36,27,12,305,329076,322671,63
REST001306,3.5,2950,49,40,17,15,227,167496,161934,52
REST001307,3.5,3026,46,33,17,7,118,105579,102865,53
REST001308,3.9,1568,31,33,21,9,237,86500,82826,40
REST001309,3.5,206,70,40,23,9,115,92711,88686,53
REST001310,4.1,4686,46,30,18,14,196,84699,80191,62
REST001311,4,3536,36,35,19,22,198,154606,151042,64
REST001312,4.9,2664,77,48,20,40,305,79788,68045,46
REST001313,4.5,2039,81,55,23,32,276,32728,21550,48
REST001314,3.6,555,38,29,17,13,180,23754,20334,43
REST001315,4,871,51,45,14,16,159,199366,195312,54
REST001316,3.5,4535,44,36,17,5,141,20129,17027,55
REST001317,4.5,1768,71,43,21,34,204,111683,104441,42
REST001318,4.2,227,75,42,15,23,138,37536,32361,42
REST001319,4.5,2778,35,33,24,39,277,307780,302932,68
REST001320,3.7,4077,34,24,12,8,129,75263,73070,41
REST001321,4.2,1545,55,44,13,12,168,29524,24904,54
REST001322,3.9,536,65,37,20,6,113,100344,96671,62
REST001323,4.2,4959,68,40,18,13,106,67797,64193,47
REST001324,4,247,88,54,25,25,319,272984,258948,57
REST001325,4.4,495,54,32,20,17,271,314793,307476,48
REST001326,4.2,4339,40,32,20,17,243,181958,177098,42
REST001327,4.5,473,82,46,18,14,300,243786,231486,52
REST001328,4.3,2990,87,51,18,14,215,68757,59404,54
REST001329,4.2,2469,68,33,26,23,328,154369,143217,56
REST001330,3.6,978,46,36,18,15,221,116162,111079,45
REST001331,3.7,1964,75,41,18,5,175,178657,172095,53
REST001332,4.2,4260,88,59,22,18,338,362241,347369,63
REST001333,4.4,1362,52,29,15,14,132,159436,156004,54
REST001334,4.5,562,66,42,12,35,183,52015,45976,44
REST001335,4.6,3588,74,44,18,35,277,261892,251643,43
REST001336,3.7,1893,65,47,21,13,223,46508,39261,61
REST001337,4.1,2393,88,53,21,10,175,130922,123222,51
REST001338,4.4,3428,69,41,19,21,251,164681,156021,63
REST001339,3.5,1444,78,44,17,14,155,167502,161457,46
REST001340,4,682,54,42,22,20,149,84724,80701,51
REST001341,3.8,2168,30,33,18,7,205,51438,48363,48
REST001342,4.7,2401,94,50,27,25,315,75193,60388,63
REST001343,4,3746,90,50,22,13,346,212395,196825,67
REST001344,3.9,683,61,35,21,5,248,175740,168176,51
REST001345,3.8,3589,45,45,14,9,122,38715,35970,46
REST001346,4,2969,34,32,19,18,98,112640,110974,47
REST001347,4.4,2643,42,34,23,14,155,76025,72770,50
REST001348,3.9,1881,31,34,17,13,129,123451,121452,52
REST001349,4.5,113,30,20,19,12,185,202747,199972,60
REST001350,3.3,4278,47,31,19,15,83,19698,17747,47
REST001351,3.8,964,69,45,23,10,272,125245,115861,75
REST001352,3.5,4688,83,46,20,5,117,134316,129460,49
REST001353,4.2,4813,40,29,21,23,214,63566,59286,42
REST001354,3.8,3735,36,28,20,5,211,160528,156730,51
REST001355,4.2,1053,35,32,16,17,157,111966,109218,48
REST001356,3.8,3978,74,47,19,15,96,16407,12855,53
REST001357,4.1,1852,67,45,21,14,259,181898,173221,49
REST001358,3.8,2711,63,46,16,7,143,87807,83303,52
REST001359,3.7,3400,30,12,26,11,272,86751,82671,74
REST001360,4.7,4452,55,36,23,38,311,250006,241454,52
REST001361,4.3,3410,89,48,17,11,137,41731,35635,50
REST001362,4.4,152,67,40,13,10,161,206463,201069,44
REST001363,4,1658,52,41,26,20,305,146479,138549,67
REST001364,3.3,1056,46,44,21,13,83,46357,44448,63
REST001365,3.5,2633,89,44,19,8,173,133543,125845,50
REST001366,3.9,4446,38,33,18,14,99,120958,119077,58
REST001367,4,1152,67,38,15,11,170,186694,180999,46
REST001368,3.7,1602,82,52,16,8,140,144765,139025,44
REST001369,4.1,873,63,40,15,25,161,152177,147105,47
REST001370,4.1,1723,42,29,21,18,118,16406,13928,55
REST001371,3.8,1465,73,43,22,13,96,79223,75719,51
REST001372,4.4,2359,57,47,14,10,151,150897,146593,41
REST001373,3.6,1702,89,55,19,10,189,204068,195658,64
REST001374,4.7,1200,82,44,24,36,315,79241,66326,70
REST001375,3.8,1560,56,44,18,7,195,223860,218400,64
REST001376,3.9,4426,88,46,18,5,169,111002,103566,63
REST001377,3.4,3125,85,58,26,6,205,160346,151634,65
REST001378,4.1,2971,44,37,19,16,120,101962,99322,58
REST001379,4,3329,92,62,17,12,130,150628,144648,44
REST001380,3.8,602,54,34,28,7,325,36270,27495,67
REST001381,3.9,861,35,27,26,11,286,145185,140180,65
REST001382,4.2,4309,30,22,17,12,208,94779,91659,53
REST001383,4.1,670,61,37,27,15,279,220370,211861,60
REST001384,3.8,382,30,22,19,6,249,53649,49914,51
REST001385,3.6,2114,92,50,20,13,189,207144,198450,53
REST001386,4.7,2241,60,38,19,26,246,231938,224558,46
REST001387,4.6,2930,56,37,23,35,140,132701,128781,51
REST001388,4,875,78,50,21,14,266,32151,21777,43
REST001389,3.8,4602,57,43,15,13,142,156185,152138,51
REST001390,4.1,2941,39,27,24,21,331,346398,339943,73
REST001391,4.3,4019,58,34,16,23,181,226387,221138,44
REST001392,3.2,4765,30,18,13,10,121,26738,24923,44
REST001393,4.2,2534,30,35,23,23,178,53864,51194,52
REST001394,4.2,4740,34,27,19,21,128,29134,26958,58
REST001395,4.2,2102,63,39,19,18,242,249141,241518,44
REST001396,3.9,2714,52,34,28,14,332,111153,102521,60
REST001397,4.3,2003,55,47,28,14,312,64471,55891,61
REST001398,4.1,2414,30,31,25,25,268,112761,108741,63
